avg_outflow,avg_inflow,total_grid,Am,BOD,COD,TN,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,year,month,day
4.606,4.211,265386,36,330,950,63.683,19.1,27,11,0,61,0,8.7,13.1,27.8,0,2017,11,12
4.37,5.706,270370,46,550,1100,68.183,25.4,33,17,0,34,0,0,22,51.9,70.6,2017,11,13
4.212,4.506,263309,41,480,1000,65.717,27.6,34,22,0,27,0,0,30.6,51.9,72.2,2017,11,14
3.82,5.062,302874,42,440,890,58,21.2,31,16.5,0,62,0,6.8,18.3,51.9,70.6,2017,11,15
4.704,4.314,320313,38,350,860,63.091,18.3,23,15,0,83,0,0,14.4,25.9,0,2017,11,16
3.238,4.197,262783,41,340,900,63.84,21.7,28.1,14.6,0,57,0,0,19.3,37,0,2017,11,19
3.87,4.198,280668,40,290,900,64.849,23.8,31,14.6,0,47,0,0,19.6,33.5,0,2017,11,20
3.926,4.258,283348,45,360,1100,67.315,25.1,32,16,0,38,0,0,17,35.2,0,2017,11,21
3.001,4.231,275802,38,430,940,64.849,23.6,32.4,12,0,33,0,0,16.9,38.9,0,2017,11,22
4.186,4.444,292177,43,380,890,64.321,24.8,33.1,16,0,39,0,0,19.1,40.7,61.1,2017,11,23
2.759,4.161,285816,49,300,870,63.619,19.8,27.5,15,0,78,0.25,8.4,14.8,31.7,0,2017,11,26
5.087,4.317,284670,50,430,840,53,16.3,22,11,0,73,0,0,14.6,29.4,0,2017,11,27
4.351,4.398,293724,42,350,890,63.312,24.7,30,18,0,53,0,0,18,44.6,0,2017,11,28
3.883,4.154,323670,42,360,950,64.321,28.7,35,21,0,37,0,0,23.5,48.2,68.3,2017,11,29
3.761,4.253,357342,45,470,1100,68.183,25.7,35.1,20,0,53,0,0,23.2,40.7,48.2,2017,11,30
3.935,4.081,328661,13,140,360,53.053,13,15.2,11,0,77,0,9,22.2,37,51.9,2017,12,3
3.499,4.366,303007,29,280,590,54.531,13.3,17,10,0,76,0,10,16.5,31.7,0,2017,12,4
3.921,4.201,352520,29,340,840,63.091,16.5,22,12,0,72,0,10,15.6,31.7,0,2017,12,5
5.019,4.169,367629,39,350,740,61.533,15.3,22,9.7,0,72,0,10,12.8,25.9,0,2017,12,6
5.735,3.977,364181,30,290,650,61.24,15.3,23,9,0,71,0,9.3,17,27.8,0,2017,12,7
6.099,9.41,393338,38,360,770,61.24,17.6,23,13,0,67,0,10,14.6,25.9,0,2017,12,10
6.015,11.354,331550,33,270,710,54,17.5,21,15,0,64,0,10,15.7,25.9,0,2017,12,11
6.007,9.082,350111,35,610,900,65.241,20.8,31,13,0,53,0,10,16.9,38.9,51.9,2017,12,12
5.941,8.745,344578,46,350,820,62.894,28.8,37,20.5,0,23,0,0,24.3,44.6,59.4,2017,12,13
5.059,7.54,341039,36,300,780,61.24,18,24,13,0,65,0,10,17,29.4,0,2017,12,14
4.767,6.202,330513,36,340,820,61.24,19.8,25,15,0,72,0,10,14.8,22.2,0,2017,12,17
4.758,5.225,319609,32,420,890,64.321,28.7,33,25,0,31,0,0,17,37,51.9,2017,12,18
4.757,5.219,316913,27,360,860,64.321,22.6,38,15,0,56,0,10,22.4,55.4,92.4,2017,12,19
4.67,5.184,322943,27,330,800,59.702,16.2,24,10,0,64,0,10,17.8,33.5,48.2,2017,12,20
4.521,4.697,315431,36,300,860,63.683,18.1,24.1,12,0,63,0,10,12.8,27.8,0,2017,12,21
5.411,4.881,269519,37,422.98,845.96,64.849,21.3,31,14,0,47,0,9.3,17.4,33.5,50,2017,12,23
4.099,5.369,269727,46,490,810,63.04,23.9,30,17,0,45,0,0,23.2,51.9,68.3,2017,12,26
3.863,4.927,295216,27,290,570,47,28.6,34,23,0,35,0,10,22.2,40.7,57.6,2017,12,27
4.348,4.393,272602,28,290,680,61.192,21.8,32,18,0,70,0,9.8,14.4,38.9,0,2017,12,28
4.77,4.176,261361,29,422.98,845.96,63.775,18.2,24,13,0,83,0,9.5,12.6,35.2,0,2017,12,29
3.952,4.995,294830,33,280,770,61.866,19.3,26,16,0,59,0,10,17.2,31.7,0,2018,1,1
3.683,4.721,264043,35,320,750,61.866,17.2,23,11,0,62,0,10,20.9,31.7,53.5,2018,1,2
3.666,4.322,228976,45,500,880,65.59,17.2,22,12,0,58,0,10,16.3,27.8,0,2018,1,3
4.748,3.857,240676,46,670,940,65.59,18.4,24,12,0,65,0,10,12.2,25.9,0,2018,1,4
4.083,4.434,281666,39,410,1100,67.486,18.2,21,16,0,74,0,10,13.7,22.2,0,2018,1,7
3.66,4.897,263358,47,340,900,64.32,18.7,23,14,0,66,0,10,16.3,24.1,0,2018,1,8
3.597,4.263,247567,44,540,970,65.59,17,22,12,0,61,0,10,23.5,35.2,48.2,2018,1,9
5.034,4.023,200216,29,530,890,56,19.7,28,13.9,0,58,0,0,11.9,20.6,0,2018,1,10
4.405,4.066,266754,37,360,920,65.486,29.6,35,25,0,26,0,10,22.4,46.5,59.4,2018,1,11
4.091,5.283,219748,32,270,650,61.668,15.9,19,13,0,62,0,9.8,21.1,31.7,0,2018,1,14
4.701,4.745,291562,40,330,1100,67.591,16.4,21,11,0,72,0,10,19.1,33.5,50,2018,1,15
3.927,4.764,232473,47,340,950,64.32,18.5,26,11,0,59,0,10,16.5,31.7,0,2018,1,16
3.747,4.695,243517,38,580,930,66.354,23.6,32,15.5,0,36,0,0,18,42.4,53.5,2018,1,17
4.77,4.3,255588,50,490,990,66.354,32,39,22,0,16,0,0,25.2,46.5,64.8,2018,1,18
6.02,4.029,241014,56,300,780,62.195,23.9,29,18.8,0,68,0,6.9,10.7,20.6,0,2018,1,21
5.325,6.195,227807,36,300,790,56,20.6,26,17,0,66,0,10,17.2,29.4,0,2018,1,22
4.198,5.502,251943,37,370,910,64.32,19.1,25,13,0,65,0,10,15,29.4,0,2018,1,23
4.092,5.355,262035,45,420,920,64.32,20,25,16,0,67,0,10,15.4,27.8,0,2018,1,24
4.118,4.419,255015,30,422.98,845.96,65.265,22.9,31,20,0,82,0,5.6,12.8,31.7,0,2018,1,26
3.937,4.301,246633,35,350,750,63.227,32.1,38,26.9,0,39,0,0,35.7,57.6,75.9,2018,1,28
4.07,4.142,311694,33,290,810,62.405,21.3,33,14,0,76,0,6.9,23.3,53.5,68.3,2018,1,29
4.132,4.196,315479,20,230,550,53.053,15.3,19,12,0,60,0,10,26.5,38.9,53.5,2018,1,30
3.657,4.174,300483,30,330,810,61.591,14.6,19,9,0,52,0,9.8,26.1,38.9,53.5,2018,1,31
3.006,4.702,307393,49,370,820,61.748,17.3,22,13,0,60,0,10,19.6,37,50,2018,2,1
5.868,4.204,281575,44,360,820,62.218,20.8,27,15,0,61,0,10,13.1,24.1,0,2018,2,4
4.663,4.444,254419,37,400,800,65,21.1,27,16,0,65,0,10,14.4,25.9,0,2018,2,5
6.044,5.409,256599,34,490,920,66.354,23.3,31,15.6,0,56,0,0,13.5,35.2,51.9,2018,2,6
5.547,9.911,198060,31,360,850,65.531,28.1,37,20,0,37,0,0,18.1,33.5,0,2018,2,7
5.054,8.081,283600,51,340,890,63.728,22.8,29,19,0,68,0,10,15.2,29.4,0,2018,2,8
5.311,6.128,267864,45,610,880,65.59,17.4,22,14.7,0,54,0,10,21.1,33.5,0,2018,2,11
4.067,5.761,248735,47,640,1700,68.82,17.6,23,11,0,59,0,10,13.3,24.1,0,2018,2,12
4.188,5.629,229126,40,400,1000,64.477,23.8,29.4,17,0,33,0,10,19.8,57.6,77.8,2018,2,13
4.381,5.039,314438,41,550,1000,65.114,16.8,24,9.7,0,40,0,0,23.5,51.9,68.3,2018,2,14
5.264,5.003,300011,39,600,990,65.114,18.7,23.3,13,0,54,0,10,18.7,29.4,0,2018,2,15
4.438,4.591,264966,48,340,910,64.256,19.7,26,17,0,72,0,10,19.4,27.8,0,2018,2,18
5.71,4.729,272804,50,640,1200,68.82,18.3,26,11.7,0,68,0,10,23.7,44.6,59.4,2018,2,19
5.895,4.658,319073,43,490,920,65.114,21.3,29,14,0,48,0,10,18.5,55.4,74.1,2018,2,20
4.339,7.958,314252,39,350,1100,65,23.1,29,18.7,0,46,0,0,16.7,53.5,0,2018,2,21
3.891,5.295,299886,41,330,1100,67.499,23.8,28,19.8,0,60,0,10,11.9,27.8,46.5,2018,2,22
4.05,4.402,301713,50,350,910,63.949,15.4,19,10.7,0,66,0,10,26.1,38.9,57.6,2018,2,25
4.961,4.474,310462,43,310,950,63.949,19.6,26,12.7,0,57,0,0,17,44.6,63,2018,2,26
3.551,4.63,288529,38,340,780,62.6,25.2,31,19,0,33,0,0,28.3,55.4,68.3,2018,2,27
5.497,4.406,279514,38,340,900,64.958,20.3,31,15,0,50,0,10,28.5,46.5,63,2018,2,28
7.384,3.997,346468,38,340,800,61.24,17.2,21,14.6,0,73,0,10,17,29.4,0,2018,3,1
6.032,14.551,318847,46,360,1000,63.792,16.6,21,13,0,55,0,10,19.8,29.4,0,2018,3,4
6.625,12.652,294423,38,260,740,60,16.1,20,10.5,0,60,0,10,25.4,35.2,55.4,2018,3,5
6.399,8.021,340930,45,370,980,63.792,18.3,26,11,0,56,0,0,14.1,29.4,0,2018,3,6
0.143,6.693,253080,40,360,860,63.995,21.7,30,13.7,0,46,0,0,18.1,33.5,0,2018,3,7
0.028,5.869,339219,38,380,940,64.801,21.6,31,12,0,46,0,0,14.3,27.8,0,2018,3,8
2.331,4.522,332643,48,422.98,845.96,64.801,21.9,31,13,0,42,0,0,14.3,25.9,0,2018,3,9
2.013,4.192,320902,43,340,860,63.949,16.6,20,13,0,64,0,10,21.1,33.5,0,2018,3,12
2.056,4.181,297998,38,330,810,61.24,16.7,21.3,13,0,64,0,10,15.7,29.4,50,2018,3,13
4.443,4.146,312583,39,360,800,61.591,16.9,22,13,0,65,0,10,11.7,22.2,0,2018,3,14
7.102,4.751,284939,68,350,840,63.728,15.8,21,11,0,69,0,10,13.9,25.9,0,2018,3,15
6.607,4.805,303374,49,360,890,63.949,16.8,22,11,0,34,0,10,26.7,53.5,75.9,2018,3,18
6.809,5.435,280064,43,310,760,61.728,19.4,28,14.7,0,52,0,10,18.9,31.7,0,2018,3,19
5.589,5.339,323207,52,540,1500,68.82,14.1,18,9,0,55,0,10,26.3,40.7,50,2018,3,20
7.695,5.607,256047,45,400,1200,78,16.8,26,10,0,56,0,0,12.6,27.8,0,2018,3,21
5.749,7.645,299212,47,510,1300,68.82,21.1,28,15,0,42,0,0,17.8,42.4,50,2018,3,22
5.438,6.917,326326,38,600,960,65.114,16,25,9,0,50,0,9.3,32,44.6,63,2018,3,25
5,5.122,386087,43,350,940,63.949,12.7,19,7.9,0,65,0,10,23.7,40.7,59.4,2018,3,26
5.05,5.755,383882,40,340,960,63.949,19.1,23,15.6,0,38,0,0,30.4,53.5,70.6,2018,3,27
4.303,5.38,385023,46,340,920,63.949,20.2,30,15,0,54,0,10,16.9,35.2,51.9,2018,3,28
4.026,4.686,304303,41,422.98,845.96,63.792,16.9,24,11,0,64,0,10,14.3,27.8,0,2018,3,30
4.742,4.535,316841,49,340,890,63,16.2,21,11,0,66,0,10,14.3,24.1,0,2018,4,2
4.662,4.602,345170,51,330,930,63.792,15.8,20,12,0,66,0,10,10.4,18.3,0,2018,4,3
3.057,4.841,361080,43,360,1100,67.434,16.2,23,12,0,72,0,10,10.6,22.2,0,2018,4,4
4.95,4.885,373131,46,360,1000,63.728,15.6,20,12,0,73,0,10,9.8,22.2,0,2018,4,5
4.661,4.14,343579,50,330,880,63.949,21.9,30.1,12.7,0,38,0,0,17.8,46.5,0,2018,4,8
3.026,5.372,335682,38,370,1100,67.656,19.3,26,13,0,56,0,10,15,53.5,70.6,2018,4,9
4.406,4.266,329495,39,422.98,845.96,63.949,22.7,28,17,0,44,0,10,22.8,38.9,50,2018,4,10
4.034,4.125,224909,49,370,920,64.522,21.4,30,15.4,1010.5,53,0.25,11.6,16.7,35,51.9,2018,4,11
5.863,4.225,302386,35,460,1100,67.544,17.6,28,10,0,54,0,10,16.7,27.8,0,2018,4,12
4.848,8.777,269376,39,310,840,64.412,16.5,20,14.8,0,70,0,10,23.2,44.6,55.4,2018,4,15
4.499,6.299,218684,41,300,980,63.995,14.8,22,11,0,62,0,10,24.3,40.7,59.4,2018,4,16
3.961,5.247,168264,50,350,940,62.94,10.1,16,3.7,0,68,0,10,13.7,25.9,0,2018,4,17
3.035,4.69,173441,34,710,1500,77,14.3,23.2,9,0,63,0,0,13.5,29.4,0,2018,4,18
4.166,4.217,179307,43,410,990,63.838,14,24,7,0,60,0,9.8,11.3,22.2,0,2018,4,19
3.032,3.982,180832,46,320,810,61.504,14.7,23,7.8,0,80,0,6,8.5,16.5,0,2018,4,22
3.049,3.78,303770,43,360,880,63.949,21.6,28,14,0,35,0,0,28.2,46.5,72.2,2018,4,23
4.402,3.494,302053,52,370,870,63.728,14.9,21,9,0,71,0,10,13,22.2,0,2018,4,25
3.039,4.384,319048,39,460,940,63.838,12.8,18,8,0,71,0,10,13.1,27.8,0,2018,4,26
3.398,4.035,263403,44,340,710,62.032,12.2,18,8,0,81,0,10,12,24.1,0,2018,4,29
3.065,3.979,306663,40,340,820,60.766,12.6,20,6,0,57,0,10,13,24.1,0,2018,4,30
3.709,3.74,319098,40,310,850,54,17.9,23,13,0,32,0,0,22.6,35.2,0,2018,5,1
4.915,3.684,313327,40,350,670,61.885,15.1,23,14.6,0,40,0,0,27.4,48.2,59.4,2018,5,2
3.73,4.255,288646,45,490,880,65.114,17.2,25,10,0,48,2.03,9.7,25.9,50,66.5,2018,5,3
3.821,4.899,302958,50,350,1100,67.656,14.9,20.1,10,0,60,0,10,18.5,46.5,0,2018,5,6
4.228,4.14,296588,46,350,1000,63.949,15.6,19,11,0,53,0,10,22,37,53.5,2018,5,7
4.043,3.954,291266,50,490,1200,68.82,11.5,15,7,0,70,0,10,13.9,24.1,0,2018,5,8
3.082,4.653,330347,39,500,1300,68.82,12.9,15,6.5,0,60,0,9.2,21.5,35.2,50,2018,5,9
3.087,3.927,370243,43,340,950,61.118,5.5,12,6,0,77,0,5.5,24.5,46.2,64.5,2018,5,10
4.354,3.758,236521,50,300,790,60.994,11.1,16,6,0,54,0,9,15,27.8,0,2018,5,13
3.058,3.816,260440,18,350,850,62.94,11.3,15,5,0,79,0,10,10.7,18.3,0,2018,5,14
4.155,4.301,269052,29,340,920,68,10.1,14,7,0,50,1.02,9.5,15.9,35.2,46.5,2018,5,15
3.062,4.19,262713,41,360,900,64.32,10.7,13,9,0,67,0,10,14.3,20.6,0,2018,5,16
3.074,3.741,268245,50,360,960,64.256,12.7,14,11,0,79,0,10,14.4,27.5,0,2018,5,17
4.045,3.675,309405,40,340,770,61.533,13.5,16,10,0,77,0,9.7,21.5,31.7,0,2018,5,20
3.028,3.745,293593,42,380,790,61.69,13.3,15,11.8,0,76,0,10,22,31.7,0,2018,5,21
3.68,3.884,311403,36,350,1000,63.792,12.9,16,10,0,56,0,9.7,18.1,31.7,0,2018,5,22
3.841,3.679,232384,35,340,930,64.301,12.7,14,11.7,0,74,0,10,16.3,27.5,0,2018,5,23
2.961,3.966,342567,41,350,1100,67.434,12.4,15.1,10,0,73,0,10,12.2,25.9,0,2018,5,24
2.972,3.864,296912,50,260,720,49,15.8,20,13.6,0,57,0,10,31.7,44.6,59.4,2018,5,27
3.658,3.709,304357,48,310,810,61.757,15.9,21,12,0,54,0,10,34.5,46.5,64.5,2018,5,28
2.953,3.639,270284,45,320,920,63.643,10.7,16,5,0,66,0,10,16.1,37,0,2018,5,29
3.968,3.675,255398,40,370,970,63.532,11.1,15,5,0,66,0,10,22.5,29.4,50,2018,5,30
2.963,3.609,271012,27,340,900,62.94,7.8,14,3,0,75,0,10,13.7,31.7,0,2018,5,31
4.112,4.046,252658,38,320,400,58.089,9.1,13,5,0,87,0,9.8,10.9,14.8,0,2018,6,3
3.688,3.925,259956,31,430,1100,66.849,10.8,14.1,8.8,0,85,0,9.7,10.4,16.5,0,2018,6,4
3.513,4.175,276357,27,430,980,63.091,11.3,15,7,0,81,0,10,10,16.5,0,2018,6,5
4.182,3.957,293012,34,390,1000,63.312,12.8,18,7,0,61,0,10,21.3,46.5,66.5,2018,6,6
2.974,3.857,255255,35,430,1200,67.07,14.2,16,12,0,61,0,10,36.3,57.6,70.6,2018,6,7
3.485,3.788,238215,38,422.98,845.96,63.775,11.4,13,9,0,86,0,10,19.1,37,48.2,2018,6,8
3.539,3.677,227780,41,330,910,63.821,12.6,16,10,0,70,0,10,36.3,48.2,70.6,2018,6,11
2.987,3.838,176208,34,330,930,63.821,11.3,15,7,0,73,0,10,21.7,38.9,51.9,2018,6,12
3.053,4.057,328442,31,300,1100,66.954,9.6,13,7,0,77,0,10,22.6,35.2,51.9,2018,6,13
4.417,3.852,360953,29,410,800,52,11,13,9,0,68,0,10,31.9,55.4,75.9,2018,6,14
2.985,3.162,312384,23,240,560,53.295,9.3,12,8,0,93,0,8.7,26.1,44.6,63,2018,6,17
3.522,4.009,337634,29,300,720,60.406,6.3,11,1.9,0,89,0,9.5,10.2,20.6,0,2018,6,18
3.691,3.94,295037,42,340,790,60.7,7.4,13,3,0,76,0,10,13,29.4,0,2018,6,19
3.555,3.663,334475,38,320,780,60.406,8,14,3,0,75,0,10,18.9,29.4,0,2018,6,20
3.017,3.801,280133,33,320,970,62.257,8,15,3,0,71,0,10,13.9,22.2,0,2018,6,21
3.674,3.864,267323,35,320,790,61.033,9.1,12,6,0,67,0,10,12.2,24.1,0,2018,6,24
3.038,3.727,241117,30,340,1000,63.136,9.6,12,8,0,80,0,10,4.3,13,0,2018,6,25
3.798,3.698,241714,45,450,790,56,7.8,14,3,0,86,0,7.4,8,14.8,0,2018,6,26
3.889,3.726,274864,46,560,1000,63.643,6.8,13,2.5,0,88,0,4.2,7,13,0,2018,6,27
3.048,4.255,258832,38,550,890,64.12,8.2,10,5,0,88,0,9.2,14.3,35.2,0,2018,6,28
3.076,3.738,197054,36,340,870,62.83,7.1,14,2,0,74,0,10,15.4,24.1,0,2018,7,1
4.54,4.004,196853,41,360,1100,67.115,9.1,14,6,0,67,0,10,29.1,57.6,77.8,2018,7,2
1.743,3.106,222667,38,420,1000,62.987,10.8,14,5.4,0,68,0,10,38.7,53.5,74.1,2018,7,3
5.076,4.353,219809,32,500,1100,68.183,12.9,16,9.1,0,62,0,10,49.1,63,81.7,2018,7,4
2.989,3.657,225159,47,590,1200,68.183,14.4,18,9,0,57,0,10,30,53.5,81.7,2018,7,5
3.725,3.851,259038,53,320,820,65,10.5,13,8,0,77,0,9.5,27,44.6,64.8,2018,7,8
2.981,3.788,257045,54,290,930,62.303,9.6,13,6,0,73,0,10,15.4,27.8,0,2018,7,9
3.863,3.785,263663,54,270,920,62.524,8.1,11,4.9,0,66,0,10,15.9,40.7,59.4,2018,7,10
6.021,3.87,249311,52,350,960,62.987,6.7,10,2.7,0,76,0,10,14.6,38.9,0,2018,7,11
5.055,3.977,261481,52,330,930,62.849,7.9,12,6,0,55,0,10,9.6,13,0,2018,7,12
3.558,6.92,210059,53,320,850,63.052,8.5,12,6,0,60,0,10,40.2,53.5,75.9,2018,7,15
5.485,4.721,239570,46,330,830,63.052,9,13,6,0,61,0,10,37.2,51.9,65.3,2018,7,16
3.1,4.287,241046,49,330,850,62.524,9.1,16,5,0,66,0,9.5,35.7,63,90.7,2018,7,17
6.215,5.224,243416,49,310,1000,63.006,10.2,14,6.7,0,57,0,10,33.2,51.9,72.2,2018,7,18
5.844,4.032,267608,44,350,1100,67.07,9.3,17,5,0,66,0,10,20.7,40.7,57.6,2018,7,19
3.622,6.751,227613,49,280,850,63.052,9,13,6,0,55,0,10,36.5,63,96.5,2018,7,22
4.117,5.459,286788,47,320,940,63.84,9.3,13,7,0,65,0,10,41.1,66.5,96.5,2018,7,23
3.513,4.107,362730,26,320,1000,63,10.1,16,6,0,74,0,10,27.5,53.5,72.2,2018,7,24
3.391,4.077,309158,40,330,820,60.728,10.2,14,5,0,78,0,10,24.6,37,35.9,2018,7,26
3.954,4.09,309731,35,290,770,60.563,9,14,6.5,0,69,0,10,25.7,50,72.2,2018,7,29
3.019,3.896,289943,35,320,820,60.563,9.4,12,6,0,65,0,10,30.4,51.9,65.3,2018,7,30
3.65,3.777,260510,35,330,1000,63.885,10.7,15,7,0,66,0,9.7,22.6,38.9,57.6,2018,7,31
3.61,3.873,285437,36,340,890,62.942,9.2,15,4,0,70,0,10,15.4,35.2,55.4,2018,8,1
3.385,3.691,297410,40,360,930,63.312,11.4,15,8,0,56,0,10,35.9,66.5,88.9,2018,8,2
3.917,4.087,251865,42,330,820,62.512,12.3,16,7.6,0,50,0,10,34.8,51.9,74.1,2018,8,5
4.433,3.827,331653,50,360,1100,67.019,8.5,13,5,0,65,0,10,23.5,35.2,59.4,2018,8,6
3.654,3.921,325329,44,360,900,63.312,10.9,13,9,0,61,0,10,32.4,48.2,53.5,2018,8,7
3.871,4.452,202616,40,422.98,845.96,62.83,8.7,16,3,0,74,0,10,20.7,31.7,61.1,2018,8,8
3.617,4.151,263932,47,340,890,61,10.4,13,8.5,0,62,0,10,38.2,63,87,2018,8,9
3.046,4.136,343442,37,310,790,61.396,11.3,14,9.9,0,63,0,10,22.2,35.2,50,2018,8,12
4.157,4.079,351710,37,300,1000,63.248,10.8,15,6.9,0,71,0,10,22.2,35.2,50,2018,8,13
4.318,3.989,344121,45,330,950,63.312,13.5,16,11,0,51,0,10,40.4,53.5,74.1,2018,8,14
3.442,3.585,325419,40,360,1100,67.019,11.1,18,5,0,56,0,10,24.3,46.5,64.8,2018,8,15
3.521,4.765,299944,37,430,990,62.322,9.3,14,6,0,61,0,10,19.1,29.4,0,2018,8,16
3.602,3.946,272606,29,290,670,60.662,6.8,12,4,0,76,0,10,24.1,46.5,66.5,2018,8,19
3.582,3.837,251888,29,280,760,60.406,8.9,11,6,0,73,0,9.8,20.6,31.7,0,2018,8,20
4.401,3.962,252906,41,350,810,55,8.8,12,6,0,79,0,9.8,15,24.1,0,2018,8,21
3.025,3.972,349091,41,380,970,62.257,9.1,13,4,0,69,0,10,14.1,24.1,0,2018,8,22
3.041,3.952,343612,36,390,1100,66.862,9.7,16,2,0,64,0,10,13.1,20.6,0,2018,8,23
4.204,3.889,288798,47,290,850,62.414,8.7,14,3,0,77,0,9.8,13.7,33.5,0,2018,8,26
2.959,3.867,256927,41,340,940,60.897,6.2,12,0,0,71,0,10,14.6,31.7,50,2018,8,27
3.719,3.864,308827,50,410,1100,64.864,4.7,11,-2,0,68,0,10,10.2,18.3,0,2018,8,28
3.538,3.893,321713,48,350,1000,62.479,8.5,14,3,0,50,0,10,17.6,42.4,63,2018,8,29
3.03,3.968,322896,38,330,990,63.312,11.1,14,7,0,41,0,10,29.4,51.9,70.6,2018,8,30
3.023,3.837,283637,42,360,950,62.257,7.3,12,3,0,77,0,10,12.8,27.8,0,2018,9,2
3.046,3.968,279421,43,360,1200,66.797,7.3,13,2,0,73,0,10,13,22.2,0,2018,9,3
4.503,3.809,308352,40,370,1100,68,11.7,18,5,0,57,0,10,16.5,38.9,57.6,2018,9,4
3.001,3.177,306308,39,350,990,63.312,14.4,18.3,9,0,54,0,10,28.3,46.5,59.4,2018,9,5
3.018,4.566,312529,36,390,980,62.414,12.4,19,5.8,0,71,0,10,23.2,50,66.5,2018,9,6
3.032,3.837,282721,45,370,860,63.84,13.9,18,10,0,66,0,10,18.5,40.7,55.4,2018,9,9
3.034,3.433,266473,37,320,1100,67.005,13.7,18,10,0,71,0,10,16.5,55.4,61.1,2018,9,10
4.068,3.334,286478,39,350,990,63.84,17.1,23.1,7.9,0,43,0,10,30.2,55.4,68.3,2018,9,11
3.549,3.944,180103,36,300,890,62.895,11.5,18,6,0,50,0,0,17.8,27.8,0,2018,9,12
3.037,3.906,329608,28,320,880,63.312,13.3,19,8,0,50,0,0,23.3,40.7,0,2018,9,13
3.914,3.849,194980,36,360,740,61.033,8.7,14,3,0,60,0,13.7,19.1,29.4,0,2018,9,16
3.011,3.996,286556,32,340,970,63.312,13.6,16,12,0,40,0,0,33.3,42.4,48.2,2018,9,17
3.873,3.894,314730,37,380,1100,66.797,8.4,12,5,0,79,0,10,12.4,25.9,0,2018,9,18
3.38,3.943,299107,35,422.98,845.96,62.414,8.4,15,3,0,68,3.3,11.6,15.7,42.4,59.4,2018,9,19
3.514,3.916,289956,36,350,990,62,10.7,16.7,2.3,1022,61,0,15.8,12.8,18.3,0,2018,9,20
3.549,3.79,309039,39,380,980,62.479,8.6,12,4,0,65,0,10,20.4,33.5,48.2,2018,9,23
3,3.822,315225,48,340,920,63.091,9.7,11,9,0,77,0,10,18.9,22.2,0,2018,9,24
3.568,3.859,296995,35,360,980,62.257,7.8,14,3,0,71,0,10,15.2,27.8,0,2018,9,25
3.684,3.673,306442,41,360,910,63.312,12.9,19,7,0,45,0,0,18.3,55.4,75.9,2018,9,26
4.49,3.972,270158,39,422.98,845.96,62.942,8.3,15,3,0,71,0.51,10,20.4,35.2,51.9,2018,9,28
3.728,4.112,270662,44,300,790,60.671,9.6,16.4,3,0,66,0,10,12.4,25.9,0,2018,9,30
1.516,4.315,262951,35,300,830,62.849,15.5,23,3.1,0,41,0,0,12.6,25.9,0,2018,10,1
4.69,4.451,267439,44,410,1000,63,20.3,25.9,10.3,0,35,0,10,22.2,38.9,55.4,2018,10,2
6.069,8.48,202227,41,310,1100,66.958,12.7,17,10,0,63,0,10,20.9,29.4,0,2018,10,3
5.596,8.186,285451,40,260,900,62.257,10.9,15.2,5.8,0,70,0,10,17.2,29.4,0,2018,10,4
4.194,5.859,294926,36,360,900,63.155,17.6,25,11,0,49,0,0,10.6,25.9,0,2018,10,7
4.422,4.741,301067,35,340,845.96,63.155,19.7,27,14,0,47,0,10,8,24.1,0,2018,10,8
4.321,4.909,283531,44,370,960,63.248,12.2,16,9,0,81,0,10,23.3,38.9,46.5,2018,10,9
3.161,5.003,158404,46,340,920,63.052,9.9,16.1,3.6,0,63,0,10,25,42.4,57.6,2018,10,10
6.998,4.442,245403,38,330,870,62.895,12.5,19.5,6,0,63,0,0,13.9,27.8,0,2018,10,11
7.119,3.81,283352,43,320,780,70,21.4,27,10.2,0,43,0,10,29.6,46.5,57.6,2018,10,14
6.041,7.749,261013,49,340,1200,67.07,23.4,27,18,0,40,0,10,34.6,48.2,66.5,2018,10,15
5.093,9.105,323494,47,350,960,63.248,17.3,22.2,14.7,0,79,0,10,25,42.4,64.8,2018,10,16
5.044,5.83,222837,45,340,850,63.885,17,21,13.8,0,67,2.29,10,19.8,33.5,53.5,2018,10,17
3.88,5.686,303182,41,340,880,63.248,15.9,21.3,10,0,68,0.25,10,19.4,42.4,0,2018,10,18
4.044,5.362,333262,45,340,820,60.856,13.7,21,6.4,0,60,0,10,16.3,46.5,64.8,2018,10,21
3.031,4.915,322831,31,370,940,63.312,18.2,27,7.7,0,47,0,10,25,46.5,55.4,2018,10,22
3.881,4.774,293890,43,350,1100,67.019,11.4,21.1,5,0,67,0,10.8,18.7,33.5,0,2018,10,23
4.19,4.624,219686,42,310,1200,66.958,10.7,16.6,4.7,0,63,0,10,18.1,29.4,0,2018,10,24
4.443,4.311,341987,42,350,1000,62.479,12.7,22.3,4.8,0,59,0,10,14.3,33.5,0,2018,10,25
5.387,4.783,309304,50,330,810,61.6,12.1,17.2,8.3,0,54,0,10,18.9,27.8,0,2018,10,28
4.055,4.848,304860,37,330,930,62.322,12.6,21,6,0,62,0,0,13.5,22.2,0,2018,10,29
3.614,5.922,300185,40,350,1100,66,17.7,26.9,5.9,0,53,0,10,11.5,25.9,0,2018,10,30
5.008,5.065,278652,25,422.98,845.96,63.619,15.3,21,11,0,77,0,10,12.2,20.6,0,2018,10,31
